Class,Method,Inferred Type,Original Type,Source Code,Comments
Money,cents,() -> Number,() -> %bot,"def cents
    fractional
  end"
Money,fractional,() -> Number,() -> %bot,"def fractional
    # Ensure we have a BigDecimal. If the Money object is created
    # from YAML, @fractional can end up being set to a Float.
    fractional = as_d(@fractional)

    return_value(fractional)
  end"
Money,round_to_nearest_cash_value,() -> Number,() -> %bot,"def round_to_nearest_cash_value
    unless self.currency.smallest_denomination
      raise UndefinedSmallestDenomination, 'Smallest denomination of this currency is not defined'
    end

    fractional = as_d(@fractional)
    smallest_denomination = as_d(self.currency.smallest_denomination)
    rounded_value = (fractional / smallest_denomination).round(0, self.class.rounding_mode) * smallest_denomination

    return_value(rounded_value)
  end"
Money,initialize,"(([ is_a?: (Class) -> XXX ] and [ respond_to?: (:bank) -> XXX ] and [ respond_to?: (:currency) -> XXX ] and [ respond_to?: (:fractional) -> XXX ] and [ respond_to?: (:to_d) -> XXX ] and [ to_s: () -> String ]), ?([ is_a?: (Class) -> XXX ] and [ nil?: () -> XXX ]), ?([ []: (:bank) -> XXX ] and [ is_a?: (Class) -> XXX ])) -> self","(Object, (Money::Currency or String or Symbol), Hash, Hash) -> self","def initialize( obj, currency = Money.default_currency, options = {})
    # For backwards compatability, if options is not a Hash, treat it as a bank parameter
    unless options.is_a?(Hash)
      options = { bank: RDL.type_cast(options, ""Money::Bank::VariableExchange"") }
    end

    @fractional = as_d(obj.respond_to?(:fractional) ? RDL.type_cast(obj, ""Money"").fractional : obj)
    @currency   = obj.respond_to?(:currency) ? RDL.type_cast(obj, ""Money"").currency : Currency.wrap(currency)
    @currency ||= Money.default_currency
    @bank       = obj.respond_to?(:bank) ? RDL.type_cast(obj, ""Money"").bank : RDL.type_cast(options[:bank], ""Money::Bank::VariableExchange"")
    @bank     ||= Money.default_bank

    # BigDecimal can be Infinity and NaN, money of that amount does not make sense
    raise ArgumentError, 'must be initialized with a finite value' unless @fractional.finite?
  end"
Money,dollars,() -> Number,() -> Number,"def dollars
    amount
  end"
Money,amount,() -> Number,() -> Number,"def amount
    to_d
  end"
Money,currency_as_string,() -> String,() -> String,"def currency_as_string
    warn ""[DEPRECATION] `currency_as_string` is deprecated. Please use `.currency.to_s` instead.""
    currency.to_s
  end"
Money,currency_as_string=,(Number) -> Money::Currency,(String) -> Money::Currency,"def currency_as_string=(val)
    warn ""[DEPRECATION] `currency_as_string=` is deprecated - Money instances are immutable."" \
      "" Please use `with_currency` instead.""
    @currency = Currency.wrap(val)
  end"
Money,hash,() -> Number,() -> Number,"def hash
    [fractional.hash, currency.hash].hash
  end"
Money,symbol,() -> String,() -> String,"def symbol
    currency.symbol || ""¤""
  end"
Money,inspect,() -> String,() -> String,"def inspect
    ""#<#{self.class.name} fractional:#{fractional} currency:#{currency}>""
  end"
Money,to_s,() -> String,() -> String,"def to_s
    format thousands_separator: '',
           no_cents_if_whole: currency.decimal_places == 0,
           symbol: false,
           ignore_defaults: true
  end"
Money,to_d,() -> Number,() -> Number,"def to_d
    as_d(fractional) / as_d(currency.subunit_to_unit)
  end"
Money,to_i,() -> Number,() -> Number,"def to_i
    to_d.to_i
  end"
Money,to_f,() -> Number,() -> Number,"def to_f
    to_d.to_f
  end"
Money,with_currency,(([ !: () -> XXX ] and [ is_a?: (Class) -> XXX ] and [ nil?: () -> XXX ] and [ respond_to?: (:bank) -> XXX ] and [ respond_to?: (:currency) -> XXX ] and [ respond_to?: (:fractional) -> XXX ] and [ respond_to?: (:to_d) -> XXX ] and [ to_s: () -> String ])) -> Money,((Money::Currency or String or Symbol)) -> Money,"def with_currency(new_currency)
    new_currency = Currency.wrap(new_currency)
    if !new_currency || currency == new_currency
      self
    else
      dup_with(currency: new_currency)
    end
  end"
Money,to_money,(?([ is_a?: (Class) -> XXX ] and [ nil?: () -> XXX ])) -> Money,() -> Money,"def to_money(given_currency = nil)
    given_currency = Currency.wrap(given_currency)
    if given_currency.nil? || self.currency == given_currency
      self
    else
      exchange_to(given_currency)
    end
  end"
Money,exchange_to,(([ is_a?: (Class) -> XXX ] and [ nil?: () -> XXX ])) { XXX } -> Money,((Money::Currency or String or Symbol)) -> Money,"def exchange_to(other_currency, &rounding_method)
    other_currency = Currency.wrap(other_currency)
    if self.currency == other_currency
      self
    else
      @bank.exchange_with(self, other_currency, &rounding_method)
    end
  end"
Money,as_us_dollar,() -> Money,() -> Money,"def as_us_dollar
    exchange_to(""USD"")
  end"
Money,as_ca_dollar,() -> Money,() -> Money,"def as_ca_dollar
    exchange_to(""CAD"")
  end"
Money,as_euro,() -> Money,() -> Money,"def as_euro
    exchange_to(""EUR"")
  end"
Money,allocate,"(([ count: () -> XXX ] and [ dup: () -> XXX ] and [ empty?: () -> XXX ] and [ inject: (Number, :+) -> XXX ] and [ is_a?: (Class) -> XXX ] and [ pop: () -> XXX ])) -> Array<u>",((Array<Number> or Number)) -> Array<Money>,"def allocate(parts)
    amounts = Money::Allocation.generate(fractional, parts, !Money.default_infinite_precision)
    amounts.map { |amount| dup_with(fractional: amount) }
  end"
Money,round,"(?Number, ?Number) -> Money",() -> Money,"def round(rounding_mode = self.class.rounding_mode, rounding_precision = 0)
    rounded_amount = as_d(@fractional).round(rounding_precision, rounding_mode)
    dup_with(fractional: rounded_amount)
  end"
Money,format,(*XXX) -> String,(Hash) -> String,"def format(*rules)
    Money::Formatter.new(self, *rules).to_s
  end"
Money,thousands_separator,() -> String,() -> String,"def thousands_separator
    (locale_backend && locale_backend.lookup(:thousands_separator, currency)) ||
      Money::Formatter::DEFAULTS[:thousands_separator]
  end"
Money,decimal_mark,() -> String,() -> String,"def decimal_mark
    (locale_backend && locale_backend.lookup(:decimal_mark, currency)) ||
      Money::Formatter::DEFAULTS[:decimal_mark]
  end"
Money,dup_with,(?([ []: (:bank) -> XXX ] and [ []: (:currency) -> XXX ] and [ []: (:fractional) -> XXX ])) -> Money,() -> %bot,"def dup_with(options = {})
    self.class.new(
      options[:fractional] || fractional,
      options[:currency] || currency,
      bank: options[:bank] || bank
    )
  end"
Money,as_d,(([ is_a?: (Class) -> XXX ] and [ respond_to?: (:to_d) -> XXX ] and [ to_s: () -> String ])) -> Number,() -> %bot,"def as_d(num)
    if num.respond_to?(:to_d)
      num.is_a?(Rational) ? RDL.type_cast(num, ""Rational"").to_d(self.class.conversion_precision) : RDL.type_cast(num, ""Integer"").to_d
    else
      BigDecimal(num.to_s.empty? ? 0 : num.to_s)
    end
  end"
Money,return_value,"((Number and [ -: ((Number or XXX or XXX)) -> XXX ] and [ -@: () -> XXX ] and [ /: (XXX) -> XXX ] and [ <: (Number) -> XXX ] and [ <=>: (Number) -> XXX ] and [ ==: (Number) -> (false or true) ] and [ >: (Number) -> XXX ] and [ abs: () -> XXX ] and [ divmod: (XXX) -> XXX ] and [ hash: () -> XXX ] and [ is_a?: (Class) -> XXX ] and [ respond_to?: (:bank) -> XXX ] and [ respond_to?: (:currency) -> XXX ] and [ respond_to?: (:fractional) -> XXX ] and [ respond_to?: (:to_d) -> XXX ] and [ round: (Number, XXX) -> XXX ] and [ to_s: () -> String ])) -> Number",() -> %bot,"def return_value(value)
    if self.class.default_infinite_precision
      value
    else
      value.round(0, self.class.rounding_mode).to_i
    end
  end"
Money,locale_backend,() -> XXX,() -> %bot,"def locale_backend
    self.class.locale_backend
  end"
Money::Currency,initialize,([ to_sym: () -> XXX ]) -> self,((String or Symbol or [ to_s: (String) -> String ])) -> self,"def initialize(id)
      @id = id.to_sym
      initialize_data!
    end"
Money::Currency,<=>,(([ id: () -> XXX ] and [ priority: () -> XXX ])) -> Number,(Money::Currency) -> Number,"def <=>(other_currency)
      # <=> returns nil when one of the values is nil
      comparison = self.priority <=> other_currency.priority || 0

      if comparison == 0
        self.id <=> other_currency.id
      else
        comparison
      end
    end"
